fold_name,best_epoch,best_mean_pearson,best_mse,best_mae
fold_0,8,0.5253995656967163,1.4411758184432983,0.9611607193946838
fold_1,7,0.5863577723503113,0.2700856924057007,0.4087260961532593
fold_2,10,0.559943675994873,0.2688358426094055,0.3978985548019409
fold_3,9,0.6479474306106567,0.5607869625091553,0.6006943583488464
fold_4,10,0.6975084543228149,0.4799628257751465,0.5727581977844238
